fact_id,data_value,low_confidence_limit,high_confidence_limit,location_id,topic_id,class_id,year_start,year_end,question_id,stratification1_id,stratification2_id,stratification_categoryid2
BRFSS~2021~2021~30~Q08~TOC01~AGE~RACE,4.1,3.5,4.6,30,TOC01,C01,2021,2021,Q08,5064,WHT,RACE
BRFSS~2021~2021~47~Q08~TOC01~AGE~GENDER,5.8,4.9,6.6,47,TOC01,C01,2021,2021,Q08,AGE_OVERALL,MALE,GENDER
BRFSS~2021~2021~47~Q08~TOC01~AGE~RACE,6.1,3.9,8.2,47,TOC01,C01,2021,2021,Q08,5064,BLK,RACE
BRFSS~2021~2021~38~Q08~TOC01~AGE~GENDER,3.4,2.7,4.0,38,TOC01,C01,2021,2021,Q08,5064,FEMALE,GENDER
BRFSS~2021~2021~39~Q08~TOC01~AGE~GENDER,4.8,4.1,5.4,39,TOC01,C01,2021,2021,Q08,5064,MALE,GENDER
BRFSS~2021~2021~25~Q08~TOC01~AGE~RACE,3.1,2.5,3.6,25,TOC01,C01,2021,2021,Q08,5064,WHT,RACE
BRFSS~2021~2021~40~Q08~TOC01~AGE~RACE,7.4,5.5,9.3,40,TOC01,C01,2021,2021,Q08,AGE_OVERALL,NAA,RACE
BRFSS~2021~2021~04~Q08~TOC01~AGE~RACE,6.4,4.1,8.7,4,TOC01,C01,2021,2021,Q08,AGE_OVERALL,BLK,RACE
BRFSS~2021~2021~13~Q08~TOC01~AGE~GENDER,5.0,4.4,5.6,13,TOC01,C01,2021,2021,Q08,65PLUS,FEMALE,GENDER
BRFSS~2021~2021~29~Q08~TOC01~AGE~OVERALL,5.0,4.5,5.5,29,TOC01,C01,2021,2021,Q08,5064,OVERALL,OVERALL
BRFSS~2021~2021~26~Q08~TOC01~AGE~RACE,4.6,4.1,5.0,26,TOC01,C01,2021,2021,Q08,65PLUS,WHT,RACE
BRFSS~2021~2021~10~Q08~TOC01~AGE~RACE,4.2,3.4,5.1,10,TOC01,C01,2021,2021,Q08,5064,WHT,RACE
BRFSS~2021~2021~41~Q08~TOC01~AGE~GENDER,4.0,3.4,4.7,41,TOC01,C01,2021,2021,Q08,AGE_OVERALL,MALE,GENDER
BRFSS~2021~2021~41~Q08~TOC01~AGE~GENDER,4.7,3.6,5.7,41,TOC01,C01,2021,2021,Q08,65PLUS,FEMALE,GENDER
BRFSS~2021~2021~36~Q08~TOC01~AGE~RACE,5.9,4.9,6.8,36,TOC01,C01,2021,2021,Q08,5064,HIS,RACE
BRFSS~2021~2021~27~Q08~TOC01~AGE~RACE,6.9,3.6,10.2,27,TOC01,C01,2021,2021,Q08,5064,NAA,RACE
BRFSS~2021~2021~13~Q08~TOC01~AGE~RACE,4.7,3.5,5.9,13,TOC01,C01,2021,2021,Q08,5064,BLK,RACE
BRFSS~2021~2021~29~Q08~TOC01~AGE~RACE,5.0,4.6,5.3,29,TOC01,C01,2021,2021,Q08,AGE_OVERALL,WHT,RACE
BRFSS~2021~2021~29~Q08~TOC01~AGE~GENDER,4.5,3.8,5.2,29,TOC01,C01,2021,2021,Q08,5064,MALE,GENDER
BRFSS~2021~2021~53~Q08~TOC01~AGE~RACE,2.5,1.3,3.6,53,TOC01,C01,2021,2021,Q08,AGE_OVERALL,ASN,RACE
BRFSS~2021~2021~47~Q08~TOC01~AGE~GENDER,6.1,5.3,6.8,47,TOC01,C01,2021,2021,Q08,AGE_OVERALL,FEMALE,GENDER
BRFSS~2021~2021~31~Q08~TOC01~AGE~RACE,4.4,2.7,6.2,31,TOC01,C01,2021,2021,Q08,AGE_OVERALL,HIS,RACE
BRFSS~2021~2021~32~Q08~TOC01~AGE~GENDER,5.8,4.2,7.4,32,TOC01,C01,2021,2021,Q08,65PLUS,MALE,GENDER
BRFSS~2021~2021~29~Q08~TOC01~AGE~RACE,9.4,4.3,14.5,29,TOC01,C01,2021,2021,Q08,AGE_OVERALL,NAA,RACE
BRFSS~2021~2021~42~Q08~TOC01~AGE~GENDER,4.8,4.0,5.6,42,TOC01,C01,2021,2021,Q08,5064,FEMALE,GENDER
BRFSS~2021~2021~31~Q08~TOC01~AGE~RACE,10.3,5.5,15.2,31,TOC01,C01,2021,2021,Q08,AGE_OVERALL,NAA,RACE
BRFSS~2021~2021~17~Q08~TOC01~AGE~RACE,6.7,3.8,9.6,17,TOC01,C01,2021,2021,Q08,AGE_OVERALL,HIS,RACE
BRFSS~2021~2021~54~Q08~TOC01~AGE~OVERALL,6.7,6.1,7.2,54,TOC01,C01,2021,2021,Q08,65PLUS,OVERALL,OVERALL
BRFSS~2021~2021~49~Q08~TOC01~AGE~OVERALL,4.2,3.8,4.6,49,TOC01,C01,2021,2021,Q08,5064,OVERALL,OVERALL
BRFSS~2021~2021~38~Q08~TOC01~AGE~GENDER,4.0,3.4,4.7,38,TOC01,C01,2021,2021,Q08,65PLUS,MALE,GENDER
BRFSS~2021~2021~24~Q08~TOC01~AGE~GENDER,3.1,2.7,3.6,24,TOC01,C01,2021,2021,Q08,5064,MALE,GENDER
BRFSS~2021~2021~25~Q08~TOC01~AGE~RACE,4.9,2.4,7.3,25,TOC01,C01,2021,2021,Q08,65PLUS,HIS,RACE
BRFSS~2021~2021~25~Q08~TOC01~AGE~GENDER,4.0,3.5,4.5,25,TOC01,C01,2021,2021,Q08,AGE_OVERALL,FEMALE,GENDER
BRFSS~2021~2021~53~Q08~TOC01~AGE~GENDER,4.6,4.3,5.0,53,TOC01,C01,2021,2021,Q08,AGE_OVERALL,FEMALE,GENDER
BRFSS~2021~2021~27~Q08~TOC01~AGE~GENDER,3.8,3.3,4.3,27,TOC01,C01,2021,2021,Q08,65PLUS,MALE,GENDER
BRFSS~2021~2021~21~Q08~TOC01~AGE~RACE,4.3,2.3,6.4,21,TOC01,C01,2021,2021,Q08,65PLUS,BLK,RACE
BRFSS~2021~2021~09~Q08~TOC01~AGE~OVERALL,3.6,3.3,3.9,9,TOC01,C01,2021,2021,Q08,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2021~2021~39~Q08~TOC01~AGE~RACE,4.9,4.6,5.2,39,TOC01,C01,2021,2021,Q08,AGE_OVERALL,WHT,RACE
BRFSS~2021~2021~24~Q08~TOC01~AGE~GENDER,4.5,4.0,4.9,24,TOC01,C01,2021,2021,Q08,65PLUS,FEMALE,GENDER
BRFSS~2021~2021~29~Q08~TOC01~AGE~OVERALL,5.1,4.7,5.4,29,TOC01,C01,2021,2021,Q08,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2021~2021~06~Q08~TOC01~AGE~OVERALL,4.1,3.5,4.6,6,TOC01,C01,2021,2021,Q08,5064,OVERALL,OVERALL
BRFSS~2021~2021~06~Q08~TOC01~AGE~GENDER,4.3,3.7,4.9,6,TOC01,C01,2021,2021,Q08,AGE_OVERALL,MALE,GENDER
BRFSS~2021~2021~21~Q08~TOC01~AGE~OVERALL,6.7,5.9,7.5,21,TOC01,C01,2021,2021,Q08,65PLUS,OVERALL,OVERALL
BRFSS~2021~2021~54~Q08~TOC01~AGE~OVERALL,6.7,6.3,7.1,54,TOC01,C01,2021,2021,Q08,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2021~2021~11~Q08~TOC01~AGE~OVERALL,3.5,2.8,4.1,11,TOC01,C01,2021,2021,Q08,65PLUS,OVERALL,OVERALL
BRFSS~2021~2021~45~Q08~TOC01~AGE~RACE,4.8,2.4,7.2,45,TOC01,C01,2021,2021,Q08,AGE_OVERALL,HIS,RACE
BRFSS~2021~2021~41~Q08~TOC01~AGE~OVERALL,4.2,3.6,4.7,41,TOC01,C01,2021,2021,Q08,5064,OVERALL,OVERALL
BRFSS~2021~2021~35~Q08~TOC01~AGE~GENDER,5.1,4.5,5.7,35,TOC01,C01,2021,2021,Q08,AGE_OVERALL,FEMALE,GENDER
BRFSS~2021~2021~30~Q08~TOC01~AGE~RACE,8.1,4.9,11.3,30,TOC01,C01,2021,2021,Q08,65PLUS,NAA,RACE
BRFSS~2021~2021~26~Q08~TOC01~AGE~GENDER,4.4,3.9,4.8,26,TOC01,C01,2021,2021,Q08,AGE_OVERALL,MALE,GENDER
BRFSS~2021~2021~10~Q08~TOC01~AGE~RACE,3.9,2.6,5.1,10,TOC01,C01,2021,2021,Q08,AGE_OVERALL,BLK,RACE
BRFSS~2021~2021~47~Q08~TOC01~AGE~RACE,5.5,4.6,6.4,47,TOC01,C01,2021,2021,Q08,65PLUS,WHT,RACE
BRFSS~2021~2021~02~Q08~TOC01~AGE~GENDER,4.7,3.9,5.6,2,TOC01,C01,2021,2021,Q08,65PLUS,MALE,GENDER
BRFSS~2021~2021~44~Q35~TOC03~AGE~GENDER,5.3,4.3,6.3,44,TOC03,C01,2021,2021,Q35,5064,FEMALE,GENDER
BRFSS~2021~2021~26~Q35~TOC03~AGE~GENDER,5.9,5.0,6.8,26,TOC03,C01,2021,2021,Q35,65PLUS,FEMALE,GENDER
BRFSS~2021~2021~22~Q35~TOC03~AGE~GENDER,7.7,6.6,8.8,22,TOC03,C01,2021,2021,Q35,AGE_OVERALL,MALE,GENDER
BRFSS~2021~2021~17~Q35~TOC03~AGE~GENDER,6.3,4.7,7.8,17,TOC03,C01,2021,2021,Q35,AGE_OVERALL,MALE,GENDER
BRFSS~2021~2021~16~Q35~TOC03~AGE~OVERALL,6.0,5.2,6.7,16,TOC03,C01,2021,2021,Q35,5064,OVERALL,OVERALL
BRFSS~2021~2021~48~Q35~TOC03~AGE~OVERALL,6.5,5.7,7.4,48,TOC03,C01,2021,2021,Q35,65PLUS,OVERALL,OVERALL
BRFSS~2021~2021~09~Q35~TOC03~AGE~GENDER,4.3,3.6,5.1,9,TOC03,C01,2021,2021,Q35,5064,FEMALE,GENDER
BRFSS~2021~2021~13~Q35~TOC03~AGE~GENDER,7.4,6.3,8.4,13,TOC03,C01,2021,2021,Q35,AGE_OVERALL,MALE,GENDER
BRFSS~2021~2021~34~Q35~TOC03~AGE~GENDER,7.8,6.4,9.2,34,TOC03,C01,2021,2021,Q35,65PLUS,MALE,GENDER
BRFSS~2021~2021~54~Q35~TOC03~AGE~GENDER,7.9,7.2,8.6,54,TOC03,C01,2021,2021,Q35,AGE_OVERALL,FEMALE,GENDER
BRFSS~2021~2021~42~Q35~TOC03~AGE~GENDER,7.2,6.1,8.3,42,TOC03,C01,2021,2021,Q35,AGE_OVERALL,MALE,GENDER
BRFSS~2021~2021~24~Q35~TOC03~AGE~GENDER,5.1,4.5,5.8,24,TOC03,C01,2021,2021,Q35,AGE_OVERALL,MALE,GENDER
BRFSS~2021~2021~15~Q35~TOC03~AGE~OVERALL,5.3,4.6,6.0,15,TOC03,C01,2021,2021,Q35,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2021~2021~24~Q35~TOC03~AGE~RACE,5.5,4.0,7.0,24,TOC03,C01,2021,2021,Q35,65PLUS,BLK,RACE
BRFSS~2021~2021~30~Q35~TOC03~AGE~GENDER,5.3,4.2,6.3,30,TOC03,C01,2021,2021,Q35,5064,FEMALE,GENDER
BRFSS~2021~2021~41~Q35~TOC03~AGE~RACE,7.3,6.0,8.7,41,TOC03,C01,2021,2021,Q35,65PLUS,WHT,RACE
BRFSS~2021~2021~42~Q35~TOC03~AGE~RACE,6.4,5.7,7.2,42,TOC03,C01,2021,2021,Q35,AGE_OVERALL,WHT,RACE
BRFSS~2021~2021~29~Q35~TOC03~AGE~GENDER,5.8,4.9,6.6,29,TOC03,C01,2021,2021,Q35,65PLUS,FEMALE,GENDER
BRFSS~2021~2021~08~Q35~TOC03~AGE~GENDER,5.7,5.0,6.5,8,TOC03,C01,2021,2021,Q35,AGE_OVERALL,MALE,GENDER
BRFSS~2021~2021~29~Q35~TOC03~AGE~RACE,6.8,4.7,9.0,29,TOC03,C01,2021,2021,Q35,AGE_OVERALL,BLK,RACE
BRFSS~2021~2021~47~Q35~TOC03~AGE~RACE,7.1,5.8,8.4,47,TOC03,C01,2021,2021,Q35,65PLUS,WHT,RACE
BRFSS~2021~2021~05~Q35~TOC03~AGE~GENDER,7.4,6.2,8.7,5,TOC03,C01,2021,2021,Q35,65PLUS,MALE,GENDER
BRFSS~2021~2021~29~Q35~TOC03~AGE~OVERALL,6.2,5.7,6.7,29,TOC03,C01,2021,2021,Q35,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2021~2021~09~Q35~TOC03~AGE~OVERALL,5.1,4.3,6.0,9,TOC03,C01,2021,2021,Q35,65PLUS,OVERALL,OVERALL
BRFSS~2021~2021~44~Q35~TOC03~AGE~GENDER,4.9,4.2,5.6,44,TOC03,C01,2021,2021,Q35,AGE_OVERALL,FEMALE,GENDER
BRFSS~2021~2021~08~Q35~TOC03~AGE~GENDER,5.3,4.7,5.9,8,TOC03,C01,2021,2021,Q35,AGE_OVERALL,FEMALE,GENDER
BRFSS~2021~2021~51~Q35~TOC03~AGE~GENDER,6.2,5.4,7.1,51,TOC03,C01,2021,2021,Q35,AGE_OVERALL,MALE,GENDER
BRFSS~2021~2021~46~Q35~TOC03~AGE~RACE,8.3,4.7,11.9,46,TOC03,C01,2021,2021,Q35,AGE_OVERALL,NAA,RACE
BRFSS~2021~2021~05~Q35~TOC03~AGE~GENDER,8.2,7.1,9.3,5,TOC03,C01,2021,2021,Q35,AGE_OVERALL,MALE,GENDER
BRFSS~2021~2021~08~Q35~TOC03~AGE~OVERALL,5.5,5.0,5.9,8,TOC03,C01,2021,2021,Q35,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2021~2021~25~Q35~TOC03~AGE~RACE,5.1,4.5,5.7,25,TOC03,C01,2021,2021,Q35,AGE_OVERALL,WHT,RACE
BRFSS~2021~2021~05~Q35~TOC03~AGE~OVERALL,8.1,7.0,9.1,5,TOC03,C01,2021,2021,Q35,5064,OVERALL,OVERALL
BRFSS~2021~2021~09~Q35~TOC03~AGE~OVERALL,4.7,4.2,5.2,9,TOC03,C01,2021,2021,Q35,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2021~2021~16~Q35~TOC03~AGE~RACE,5.9,5.4,6.4,16,TOC03,C01,2021,2021,Q35,AGE_OVERALL,WHT,RACE
BRFSS~2021~2021~11~Q35~TOC03~AGE~RACE,6.3,4.8,7.7,11,TOC03,C01,2021,2021,Q35,5064,BLK,RACE
BRFSS~2021~2021~36~Q35~TOC03~AGE~GENDER,5.4,4.9,5.8,36,TOC03,C01,2021,2021,Q35,AGE_OVERALL,FEMALE,GENDER
BRFSS~2021~2021~34~Q35~TOC03~AGE~RACE,6.3,4.7,7.8,34,TOC03,C01,2021,2021,Q35,AGE_OVERALL,HIS,RACE
BRFSS~2021~2021~44~Q35~TOC03~AGE~RACE,5.9,3.0,8.8,44,TOC03,C01,2021,2021,Q35,AGE_OVERALL,BLK,RACE
BRFSS~2021~2021~55~Q35~TOC03~AGE~OVERALL,6.2,5.2,7.2,55,TOC03,C01,2021,2021,Q35,5064,OVERALL,OVERALL
BRFSS~2021~2021~47~Q35~TOC03~AGE~GENDER,6.9,5.4,8.3,47,TOC03,C01,2021,2021,Q35,65PLUS,FEMALE,GENDER
BRFSS~2021~2021~39~Q35~TOC03~AGE~GENDER,6.1,5.2,7.1,39,TOC03,C01,2021,2021,Q35,65PLUS,MALE,GENDER
BRFSS~2021~2021~01~Q35~TOC03~AGE~GENDER,5.3,4.2,6.4,1,TOC03,C01,2021,2021,Q35,65PLUS,FEMALE,GENDER
BRFSS~2021~2021~18~Q35~TOC03~AGE~RACE,8.2,6.1,10.4,18,TOC03,C01,2021,2021,Q35,5064,BLK,RACE
BRFSS~2021~2021~39~Q35~TOC03~AGE~GENDER,6.5,5.9,7.2,39,TOC03,C01,2021,2021,Q35,AGE_OVERALL,MALE,GENDER
BRFSS~2021~2021~42~Q35~TOC03~AGE~RACE,5.8,2.7,8.8,42,TOC03,C01,2021,2021,Q35,AGE_OVERALL,HIS,RACE
BRFSS~2021~2021~20~Q35~TOC03~AGE~GENDER,5.5,4.8,6.2,20,TOC03,C01,2021,2021,Q35,5064,MALE,GENDER
BRFSS~2021~2021~30~Q35~TOC03~AGE~GENDER,4.8,3.7,5.8,30,TOC03,C01,2021,2021,Q35,5064,MALE,GENDER
BRFSS~2021~2021~33~Q35~TOC03~AGE~GENDER,5.3,4.5,6.2,33,TOC03,C01,2021,2021,Q35,5064,FEMALE,GENDER
BRFSS~2021~2021~29~Q35~TOC03~AGE~GENDER,7.1,5.8,8.4,29,TOC03,C01,2021,2021,Q35,65PLUS,MALE,GENDER
BRFSS~2021~2021~37~Q35~TOC03~AGE~GENDER,6.1,4.8,7.5,37,TOC03,C01,2021,2021,Q35,65PLUS,FEMALE,GENDER
BRFSS~2021~2021~09~Q35~TOC03~AGE~GENDER,5.0,3.8,6.3,9,TOC03,C01,2021,2021,Q35,65PLUS,FEMALE,GENDER
BRFSS~2021~2021~29~Q35~TOC03~AGE~GENDER,6.0,5.3,6.6,29,TOC03,C01,2021,2021,Q35,AGE_OVERALL,FEMALE,GENDER
BRFSS~2021~2021~39~Q35~TOC03~AGE~GENDER,6.3,5.6,7.0,39,TOC03,C01,2021,2021,Q35,5064,FEMALE,GENDER
BRFSS~2021~2021~39~Q35~TOC03~AGE~OVERALL,6.5,5.9,7.1,39,TOC03,C01,2021,2021,Q35,5064,OVERALL,OVERALL
BRFSS~2021~2021~24~Q35~TOC03~AGE~RACE,4.9,4.2,5.7,24,TOC03,C01,2021,2021,Q35,AGE_OVERALL,BLK,RACE
BRFSS~2021~2021~42~Q35~TOC03~AGE~GENDER,6.4,5.1,7.8,42,TOC03,C01,2021,2021,Q35,5064,MALE,GENDER
BRFSS~2021~2021~04~Q35~TOC03~AGE~RACE,5.5,3.6,7.3,4,TOC03,C01,2021,2021,Q35,65PLUS,HIS,RACE
BRFSS~2021~2021~17~Q35~TOC03~AGE~OVERALL,6.3,4.9,7.6,17,TOC03,C01,2021,2021,Q35,65PLUS,OVERALL,OVERALL
BRFSS~2021~2021~26~Q35~TOC03~AGE~GENDER,6.5,5.6,7.4,26,TOC03,C01,2021,2021,Q35,5064,FEMALE,GENDER
BRFSS~2021~2021~09~Q35~TOC03~AGE~RACE,7.7,3.8,11.6,9,TOC03,C01,2021,2021,Q35,65PLUS,BLK,RACE
BRFSS~2021~2021~47~Q35~TOC03~AGE~RACE,4.5,2.1,6.9,47,TOC03,C01,2021,2021,Q35,65PLUS,BLK,RACE
BRFSS~2021~2021~29~Q35~TOC03~AGE~RACE,6.2,5.4,7.0,29,TOC03,C01,2021,2021,Q35,65PLUS,WHT,RACE
BRFSS~2021~2021~28~Q35~TOC03~AGE~RACE,6.4,5.2,7.6,28,TOC03,C01,2021,2021,Q35,65PLUS,WHT,RACE
BRFSS~2021~2021~45~Q35~TOC03~AGE~RACE,6.2,4.8,7.7,45,TOC03,C01,2021,2021,Q35,65PLUS,BLK,RACE
BRFSS~2021~2021~01~Q35~TOC03~AGE~RACE,6.9,6.1,7.7,1,TOC03,C01,2021,2021,Q35,AGE_OVERALL,WHT,RACE
BRFSS~2021~2021~19~Q35~TOC03~AGE~RACE,7.1,3.6,10.5,19,TOC03,C01,2021,2021,Q35,5064,HIS,RACE
BRFSS~2021~2021~47~Q35~TOC03~AGE~OVERALL,6.8,5.6,7.9,47,TOC03,C01,2021,2021,Q35,65PLUS,OVERALL,OVERALL
BRFSS~2021~2021~09~Q35~TOC03~AGE~RACE,5.9,3.8,7.9,9,TOC03,C01,2021,2021,Q35,AGE_OVERALL,BLK,RACE
BRFSS~2021~2021~25~Q35~TOC03~AGE~OVERALL,5.5,4.9,6.1,25,TOC03,C01,2021,2021,Q35,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2021~2021~11~Q35~TOC03~AGE~OVERALL,4.7,3.7,5.7,11,TOC03,C01,2021,2021,Q35,65PLUS,OVERALL,OVERALL
BRFSS~2021~2021~36~Q35~TOC03~AGE~RACE,5.2,4.9,5.6,36,TOC03,C01,2021,2021,Q35,AGE_OVERALL,WHT,RACE
BRFSS~2021~2021~23~Q35~TOC03~AGE~RACE,6.7,5.9,7.5,23,TOC03,C01,2021,2021,Q35,5064,WHT,RACE
BRFSS~2021~2021~01~Q35~TOC03~AGE~GENDER,6.7,5.9,7.6,1,TOC03,C01,2021,2021,Q35,AGE_OVERALL,FEMALE,GENDER
BRFSS~2021~2021~44~Q35~TOC03~AGE~GENDER,4.5,3.5,5.4,44,TOC03,C01,2021,2021,Q35,65PLUS,FEMALE,GENDER
BRFSS~2021~2021~44~Q35~TOC03~AGE~GENDER,5.8,4.4,7.3,44,TOC03,C01,2021,2021,Q35,5064,MALE,GENDER
BRFSS~2021~2021~09~Q35~TOC03~AGE~GENDER,5.3,4.1,6.4,9,TOC03,C01,2021,2021,Q35,65PLUS,MALE,GENDER
BRFSS~2021~2021~05~Q35~TOC03~AGE~OVERALL,7.2,6.4,7.9,5,TOC03,C01,2021,2021,Q35,65PLUS,OVERALL,OVERALL
BRFSS~2021~2021~48~Q35~TOC03~AGE~OVERALL,6.8,6.1,7.4,48,TOC03,C01,2021,2021,Q35,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2021~2021~49~Q35~TOC03~AGE~RACE,5.2,4.5,5.8,49,TOC03,C01,2021,2021,Q35,5064,WHT,RACE
BRFSS~2021~2021~51~Q35~TOC03~AGE~RACE,6.8,4.4,9.2,51,TOC03,C01,2021,2021,Q35,65PLUS,BLK,RACE
BRFSS~2021~2021~13~Q35~TOC03~AGE~RACE,7.1,5.1,9.1,13,TOC03,C01,2021,2021,Q35,65PLUS,BLK,RACE
BRFSS~2021~2021~27~Q35~TOC03~AGE~RACE,4.8,4.5,5.2,27,TOC03,C01,2021,2021,Q35,AGE_OVERALL,WHT,RACE
BRFSS~2021~2021~23~Q35~TOC03~AGE~GENDER,8.0,6.7,9.2,23,TOC03,C01,2021,2021,Q35,5064,MALE,GENDER
BRFSS~2021~2021~28~Q35~TOC03~AGE~RACE,7.5,5.3,9.6,28,TOC03,C01,2021,2021,Q35,65PLUS,BLK,RACE
BRFSS~2021~2021~19~Q35~TOC03~AGE~GENDER,4.8,4.2,5.4,19,TOC03,C01,2021,2021,Q35,AGE_OVERALL,FEMALE,GENDER
BRFSS~2021~2021~04~Q35~TOC03~AGE~RACE,6.0,5.2,6.8,4,TOC03,C01,2021,2021,Q35,5064,WHT,RACE
BRFSS~2021~2021~06~Q35~TOC03~AGE~RACE,6.4,5.2,7.6,6,TOC03,C01,2021,2021,Q35,65PLUS,WHT,RACE
BRFSS~2021~2021~45~Q35~TOC03~AGE~RACE,6.7,5.2,8.2,45,TOC03,C01,2021,2021,Q35,5064,BLK,RACE
BRFSS~2021~2021~13~Q35~TOC03~AGE~RACE,6.1,5.3,7.0,13,TOC03,C01,2021,2021,Q35,65PLUS,WHT,RACE
BRFSS~2021~2021~38~Q35~TOC03~AGE~GENDER,5.6,4.4,6.7,38,TOC03,C01,2021,2021,Q35,65PLUS,MALE,GENDER
BRFSS~2021~2021~05~Q35~TOC03~AGE~GENDER,7.4,6.1,8.7,5,TOC03,C01,2021,2021,Q35,5064,FEMALE,GENDER
BRFSS~2021~2021~21~Q35~TOC03~AGE~RACE,8.6,7.5,9.7,21,TOC03,C01,2021,2021,Q35,5064,WHT,RACE
BRFSS~2021~2021~44~Q35~TOC03~AGE~GENDER,6.3,4.7,7.8,44,TOC03,C01,2021,2021,Q35,65PLUS,MALE,GENDER
BRFSS~2021~2021~08~Q35~TOC03~AGE~GENDER,5.5,4.5,6.5,8,TOC03,C01,2021,2021,Q35,5064,MALE,GENDER
BRFSS~2021~2021~05~Q35~TOC03~AGE~RACE,6.0,4.5,7.5,5,TOC03,C01,2021,2021,Q35,AGE_OVERALL,BLK,RACE
BRFSS~2021~2021~27~Q35~TOC03~AGE~GENDER,5.2,4.7,5.7,27,TOC03,C01,2021,2021,Q35,AGE_OVERALL,MALE,GENDER
BRFSS~2021~2021~54~Q35~TOC03~AGE~RACE,8.3,7.4,9.1,54,TOC03,C01,2021,2021,Q35,5064,WHT,RACE
BRFSS~2021~2021~08~Q35~TOC03~AGE~RACE,5.1,4.6,5.6,8,TOC03,C01,2021,2021,Q35,AGE_OVERALL,WHT,RACE
BRFSS~2021~2021~39~Q35~TOC03~AGE~RACE,5.6,4.0,7.2,39,TOC03,C01,2021,2021,Q35,AGE_OVERALL,BLK,RACE
BRFSS~2021~2021~08~Q35~TOC03~AGE~RACE,6.4,4.9,8.0,8,TOC03,C01,2021,2021,Q35,AGE_OVERALL,HIS,RACE
BRFSS~2021~2021~04~Q35~TOC03~AGE~RACE,6.7,5.3,8.1,4,TOC03,C01,2021,2021,Q35,AGE_OVERALL,HIS,RACE
BRFSS~2021~2021~27~Q35~TOC03~AGE~OVERALL,5.2,4.6,5.7,27,TOC03,C01,2021,2021,Q35,65PLUS,OVERALL,OVERALL
BRFSS~2021~2021~17~Q35~TOC03~AGE~OVERALL,6.5,5.5,7.5,17,TOC03,C01,2021,2021,Q35,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2021~2021~28~Q35~TOC03~AGE~RACE,7.8,6.1,9.5,28,TOC03,C01,2021,2021,Q35,5064,BLK,RACE
BRFSS~2021~2021~20~Q35~TOC03~AGE~RACE,5.5,4.9,6.0,20,TOC03,C01,2021,2021,Q35,5064,WHT,RACE
BRFSS~2021~2021~26~Q35~TOC03~AGE~OVERALL,6.4,5.8,7.1,26,TOC03,C01,2021,2021,Q35,5064,OVERALL,OVERALL
BRFSS~2021~2021~34~Q35~TOC03~AGE~RACE,4.1,3.3,4.8,34,TOC03,C01,2021,2021,Q35,5064,WHT,RACE
BRFSS~2021~2021~44~Q35~TOC03~AGE~OVERALL,5.5,4.7,6.4,44,TOC03,C01,2021,2021,Q35,5064,OVERALL,OVERALL
BRFSS~2021~2021~36~Q35~TOC03~AGE~RACE,7.0,3.3,10.7,36,TOC03,C01,2021,2021,Q35,5064,ASN,RACE
BRFSS~2021~2021~53~Q35~TOC03~AGE~GENDER,5.8,5.1,6.4,53,TOC03,C01,2021,2021,Q35,5064,FEMALE,GENDER
BRFSS~2021~2021~56~Q35~TOC03~AGE~GENDER,5.5,4.3,6.8,56,TOC03,C01,2021,2021,Q35,65PLUS,FEMALE,GENDER
BRFSS~2021~2021~24~Q35~TOC03~AGE~RACE,5.1,4.5,5.7,24,TOC03,C01,2021,2021,Q35,65PLUS,WHT,RACE
BRFSS~2021~2021~48~Q35~TOC03~AGE~RACE,6.1,5.0,7.1,48,TOC03,C01,2021,2021,Q35,5064,WHT,RACE
BRFSS~2021~2021~54~Q35~TOC03~AGE~GENDER,8.6,7.3,9.9,54,TOC03,C01,2021,2021,Q35,5064,MALE,GENDER
BRFSS~2021~2021~50~Q35~TOC03~AGE~RACE,5.4,4.7,6.0,50,TOC03,C01,2021,2021,Q35,AGE_OVERALL,WHT,RACE
BRFSS~2021~2021~36~Q35~TOC03~AGE~GENDER,6.1,5.4,6.9,36,TOC03,C01,2021,2021,Q35,5064,MALE,GENDER
BRFSS~2021~2021~18~Q35~TOC03~AGE~OVERALL,5.9,5.5,6.3,18,TOC03,C01,2021,2021,Q35,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2021~2021~05~Q35~TOC03~AGE~GENDER,7.2,6.4,8.0,5,TOC03,C01,2021,2021,Q35,AGE_OVERALL,FEMALE,GENDER
BRFSS~2021~2021~21~Q35~TOC03~AGE~RACE,9.9,4.8,15.0,21,TOC03,C01,2021,2021,Q35,65PLUS,BLK,RACE
BRFSS~2021~2021~23~Q35~TOC03~AGE~GENDER,6.8,5.8,7.9,23,TOC03,C01,2021,2021,Q35,65PLUS,MALE,GENDER
BRFSS~2021~2021~31~Q35~TOC03~AGE~RACE,8.8,5.0,12.6,31,TOC03,C01,2021,2021,Q35,5064,HIS,RACE
